gw_mac_address,mobile_phones_count,computer_count,tablet_count,other_count,smarthome_count,wearables_count,gaming_count,tv_&_audio_count,printer_&_scanners_count,network_count,home_network_type,traffic_tx_bucket,traffic_rx_bucket,pod_count,speed_tier_bucket,interference_24G_bucket,interference_5G_bucket,dls_score_bucket,WEM_bucket,RSSI_bucket_24G,RSSI_bucket_5G,has_pod
b0feca6fdcdd172332586ce199dce762b0f4cb976f52687e250a1a7aded21c18,1,1,1,5,1,0,1,0,0,0,Pod_Home,4,1,1,4,1,1,5,2,2,1,1
b0797f26d59f0cfce48daaba0b7e72946514cbf1efe8abd45ef215c13d009e9a,1,0,0,4,3,0,0,0,0,0,Gateway_Only,2,1,1,2,1,1,5,2,1,1,1
aa11047ad0ddba2fc7d2f61e5e481c3724e8e20e8a4d85b67ffb294bd4cfe4be,3,3,2,16,2,0,0,0,1,0,Pod_Home,4,4,1,1,1,1,0,3,1,1,1
1e00ad193bdba6ced9b1250e961ea2922305ee3af331db495a5335dd5a4595db,2,3,0,7,0,1,0,0,0,0,Pod_Home,2,3,1,1,1,5,0,4,2,1,1
d19d5f9b8b2f264a7ccb2fc4972e2126fe4943c60318a157839c1678172cc8d8,2,1,0,2,0,0,1,0,0,0,Pod_Home,4,3,1,1,1,1,0,2,1,1,1
62d0101b1d6660db10c9bd160627ebd630311b3e3d5a9db2824045ddd908041d,5,1,1,6,2,0,0,0,0,0,Gateway_Only,2,2,1,3,1,3,5,3,2,1,1
30f023a945559efeb5be71a1dcefb265b0a65546d898c889456dda68f4cad7ed,2,0,0,3,0,0,0,0,0,0,Pod_Home,2,4,1,1,1,1,0,3,1,1,1
0183676e40a675918a58a5a1a3f23c735cbc9244571ddf5fe5ba80b8c4d079c4,2,1,0,9,5,0,0,1,1,0,Gateway_Only,2,2,1,2,1,5,5,4,3,1,1
4445fc8ae00df98a91b781c6cadbe5c620850f59afd41e6b503c5aa1da4aaf44,4,3,0,5,0,0,0,0,0,0,Pod_Home,1,3,1,1,1,1,0,4,3,1,1
d72ff297918510121f63a97f3cfd954ad5da5ba9512559185c1faf8c0a135950,1,2,1,6,0,0,0,6,0,0,Gateway_Only,1,2,1,1,1,1,0,3,1,1,1
3bb8aaeef30566162063ffb9d948e3e906f82f92ba7f0861629da7a1ad8696dc,3,2,0,19,5,0,1,0,0,0,Gateway_Only,2,3,1,1,1,1,0,3,1,1,1
1b93185e0f805813443fd67babcb70a551bf951a2125761f1f921a9800ac84bd,4,3,2,13,2,3,1,0,0,0,Pod_Home,4,5,1,4,1,3,5,4,3,1,1
223ca258d991434fb6c7fb3e4b7adf3d409b09ac47529c7a6f197ce2173b9bfb,1,3,0,2,1,2,0,0,0,0,Pod_Home,4,5,1,1,1,1,0,3,1,1,1
6f29607c1ebc71c6efc9e194cd9eac11ad2265363d8106acd043d7113f697024,2,2,2,1,0,0,0,0,0,0,Gateway_Only,4,3,1,1,1,1,0,2,1,1,1
4dcececff7a6bacdf7e6b197a5ea55e80c8ba68a5812a3fb01dc1c5f30efb409,2,1,4,9,4,2,0,0,0,1,Gateway_Only,2,2,1,1,1,1,0,3,1,1,1
65f229d189b3c99b2ad0be7e5e247ee920b14ef8fbb196db13d26564ad0d8550,5,0,1,3,0,1,0,0,0,0,Gateway_Only,1,1,1,5,1,1,5,3,2,1,1
e25a60bad662c7c3958137d5d25d9c26103b4557c3ce92e9a54a1170ee203584,0,0,0,1,0,0,0,0,0,0,Pod_Home,2,4,1,2,0,1,5,0,0,1,1
ac1f8cfe421489d705dba582971fee30a5c4631e4a535aa10da2992b382cdd91,1,1,1,4,0,1,0,0,0,0,Pod_Home,5,5,1,1,1,1,0,3,2,1,1
5a24e79adfa68eb3f35791b2a1cb3f689d998df0776c34ec25067dc2c4315344,1,1,0,5,0,0,0,0,0,0,Pod_Home,1,1,1,1,1,1,0,3,2,1,1
dffd10e1b329e01b7d9ccdc78df404e38566a4b44acddff84b149ee6aa74b4ee,3,1,0,8,2,0,0,0,0,0,Gateway_Only,5,5,1,1,1,1,0,3,3,1,1
496df1a4267696f98dfaaf5a6e38d4ad756fa03146a8febc382b56ff9a1029d1,13,3,1,12,1,0,0,0,0,0,Gateway_Only,4,4,1,3,1,1,5,3,2,1,1
d15b51c7c42f7fcbab4d1444ce9d322bc37d84253635283d4dc99e12f8e957f4,2,1,0,9,1,0,0,0,0,0,Pod_Home,1,2,1,1,1,1,0,3,3,1,1
e829c9519b0ea6496957ab939ebf8c4aa72047e8474233dfefd89597b8c418f8,2,2,0,5,0,0,0,0,0,0,Pod_Home,4,5,1,1,1,1,0,3,3,1,1
62db16851905b88f7b75521c5ead0c8860acf8fbb276fd865f7f72ae55b8dcf8,2,1,2,8,2,0,0,0,0,0,Gateway_Only,1,1,1,1,1,1,0,3,1,1,1
ace9682434cb2160d97cdc62a3783f20b88a64e5abe9b3bb854effe23d8551a5,4,1,0,4,0,0,0,0,0,0,Pod_Home,2,3,1,5,1,1,5,3,3,1,1
707a65c23611d4e0334c45676150ce7f7cfa891929213f4b0d7732151a8eb287,0,0,0,1,0,0,0,0,0,0,Gateway_Only,1,1,1,4,1,1,5,4,1,1,1
61c1fad6f06c1f8775d49b1a61fa66939af0059eb4b383a0f4c74df2cca2f597,3,0,2,6,0,0,0,0,0,0,Pod_Home,5,5,1,2,1,1,5,2,1,1,1
1edf26f57181b686313622a1c9d979f5dffe750998207eb60098705fa700d0e0,2,2,1,10,1,0,0,0,0,0,Pod_Home,3,2,1,3,1,1,5,2,1,1,1
e198bd2bc117edb0cac9013bfd3e78b92f70ac7b5a2445f4f21fc62d0d37ccce,4,2,0,15,5,0,0,0,1,0,Gateway_Only,1,4,1,4,1,4,5,4,1,1,1
a6f8b97eb18a22261dc7a39c6dd58a2ef57ab312c0eeac14908b6f6f285befb6,1,1,1,12,1,0,0,1,0,0,Pod_Home,2,3,1,1,1,5,0,4,4,1,1
e1134033f8615d5a936571bc9ef12636ae1bd75bfbe552a3c2e8c5c0df1c4b0b,1,1,0,5,1,0,0,0,0,0,Pod_Home,4,4,1,3,1,1,5,2,1,1,1
608fbab4284513280c99d1a0eeb393759c29f8fdc45544026466729fa38553c4,2,3,0,5,0,0,0,1,0,0,Gateway_Only,1,2,1,1,1,1,0,1,1,1,1
e4757741229d810581574636ff4b3a8643b4dd1ed71512a65a53c18532c60eb6,6,2,0,2,0,0,0,0,0,0,Gateway_Only,4,5,1,1,1,1,0,4,3,1,1
7b8fd8da47108a719ba1287254b66991cf4d84365b4fba5352402571f2bd05b1,1,1,0,5,0,2,1,4,0,0,Gateway_Only,1,2,1,5,1,1,5,4,1,1,1
2d45214101108d0f5ca0e52fa4f5cf2c698a75c945898c9c72d1d03a4beafcc5,3,1,0,9,1,0,0,0,0,0,Gateway_Only,4,3,1,5,1,1,5,4,1,1,1
96d3ab6636577ca451982c6e5504df8e7e0c3dac185de512d97e9506983c3fcd,2,3,0,9,0,1,1,2,1,0,Pod_Home,4,5,1,1,1,1,0,3,1,1,1
6c5b2c276e74fcc7111cfd18b62c1dc74dafe99d4b8aaea5cc661f9e0897a559,2,0,0,9,0,0,0,2,0,0,Pod_Home,2,5,1,1,1,1,0,3,1,1,1
7df77f467ad19890f0a7136e88351d5f820dc3c7ba0b08af7268a6bfc16bc875,3,3,2,6,0,1,3,1,1,0,Pod_Home,5,5,1,1,1,1,0,2,2,1,1
01b1ad9d457ad460fc152994d0c48737026a52900a9256362c9dfc1813f33f2f,6,1,0,10,4,0,0,0,0,0,Gateway_Only,2,3,1,1,1,1,0,3,1,1,1
974ad350f3e616d9661740b16b3f2b0d37c0f3ce68fc09830e0537662e8a76c7,6,1,1,5,1,0,0,1,0,0,Pod_Home,1,1,1,1,1,1,0,3,1,1,1
af0895934e7061ed1c6780752df7c5d6780b025b6cf1a2bf2450666217c3d79c,0,0,0,2,0,0,0,0,0,0,Gateway_Only,4,3,1,4,1,1,5,4,1,1,1
bbf25e576bb70ba5758aead5bd80bf43686a95f61e86d7d6ed32f9d2a4d764ce,1,3,0,8,0,0,0,1,0,0,Pod_Home,5,5,1,1,1,1,0,3,1,1,1
6ab5584b580eb1b274cdf335ec8ca87d3e1c386f5fbb6f8019facf955fc181bc,5,0,0,4,3,0,2,0,0,0,Gateway_Only,1,1,1,5,1,2,5,3,2,1,1
f01123f28c8e740ac6e92de7cb1cce290baed0a8c7065ff4fceab6f1c5b06950,0,3,0,7,1,0,0,0,1,0,Pod_Home,5,5,1,1,1,1,0,3,3,1,1
9bff262ba93a0c29fbb5f4b38dc7dae299ce1b33209ce71119f22586f563aa89,2,0,1,4,1,0,0,0,0,0,Pod_Home,4,3,1,1,2,5,0,3,2,1,1
6fdbe692790772941973541dc5db3abe7692bb4cfea52d074f20ac7d100355c2,3,2,1,30,0,1,0,0,1,0,Pod_Home,1,4,1,5,1,1,5,5,1,1,1
591b248e74afb140a124d9b8fae836c6378222419cf6fd18b90441c2be1347e9,4,2,1,14,1,2,3,0,1,0,Gateway_Only,5,4,1,3,1,1,5,3,2,1,1
f7293871edd3a05067e142ce002bfd75cb8388b5df68f0345613311911ed26da,1,3,1,6,3,1,0,0,0,0,Pod_Home,2,2,1,5,1,1,5,2,2,1,1
54d1be68a4571eefea3a2640d645fc51429c3f87be99a4cdf8b2410caa6d0864,3,4,3,19,0,0,0,0,0,0,Pod_Home,4,3,1,1,1,5,0,4,1,1,1
5a1b75e8d1d4c52dfbdd565f4570cdae798833927fa49ae8e35c591a08439127,3,2,0,4,1,0,0,1,1,0,Gateway_Only,1,3,1,5,1,1,5,3,3,1,1
a442fb52c44c63d44d78264b1286e6fb8ef7c81b03924040634a2fedc484913f,6,0,0,4,2,0,0,1,0,0,Gateway_Only,5,5,1,2,1,1,5,3,2,1,1
a25c163f47727c0b99765b43eaa518ae11ab3d896bdc641ed7d9343ff1999d4a,2,0,0,1,3,0,0,0,0,0,Gateway_Only,1,1,1,2,1,1,5,3,3,1,1
c57f4747d67cbd875b096b0a021c5e9b376c666c14239b3872d2b2b18133c577,1,1,1,8,3,1,0,0,1,0,Gateway_Only,3,2,1,3,1,1,5,2,1,1,1
3acbbcea099e7adcc5c234dba6a327b6d2756eb1d5e88ac4c3eaedb3c0e204c3,14,0,0,7,0,0,1,0,0,0,Pod_Home,5,4,1,2,1,1,5,3,3,1,1
082ebe038a7af61d5fc76fc8fb2522b24cc7a01319d349da2bf4daabf2e59531,3,1,0,2,0,0,0,1,0,0,Pod_Home,3,2,1,1,1,1,0,3,1,1,1
5f7e86e7aeffb3e06e41e8bd810f55f43a78695081dacacbbbe1b2496e4c60c5,1,0,1,3,0,0,0,1,0,0,Gateway_Only,1,1,1,2,1,1,5,3,2,1,1
db6b3a581bed65a7e7e97fe59b892d0e0d1475fc2e4c199874a6d85d0f312c48,2,0,3,4,2,1,0,0,1,0,Pod_Home,2,1,1,1,1,1,0,4,1,1,1
3330949e55cd9249b62fb2762082bf53840bb93d91e352241524aaab716f0d23,3,4,1,1,2,0,0,2,1,0,Pod_Home,5,5,1,1,1,2,0,3,1,1,1
e76f86e8650cd653b253aa237ea870034d4fa6f7e5640c33edbc077e853b5db2,1,1,0,10,0,0,0,0,0,0,Pod_Home,3,1,1,2,1,1,5,3,1,1,1
3d6ea68e32382cf8c7db2830771845e0faa0e986d2d0d4f1047789e4515836f2,2,2,0,3,1,0,0,0,1,0,Pod_Home,3,4,1,2,1,1,5,4,3,1,1
95cfb91dde1feb6a1517533582cabe69ed4313544ffaeecf1a4a9f4d31e39cff,1,0,0,3,0,0,0,0,0,0,Pod_Home,5,4,1,1,1,1,0,2,1,1,1
8e410309b0d364d1d46af3ed79fa5f8791710b4abdeda6104eba1b5035cb4b29,1,1,0,9,4,0,0,1,0,0,Pod_Home,1,2,1,3,1,1,5,3,1,1,1
d92acd652025086a85dec06a2df1eaed1ea7a6b2a03784acd97444144fc82d98,3,2,1,5,0,0,0,1,0,0,Gateway_Only,2,1,1,1,1,1,0,3,2,1,1
fff437dca785dc35b98592ad575b0eb165512bd33941f46e606f2dca98fc8a33,2,2,0,1,0,0,0,1,0,0,Pod_Home,3,5,1,1,1,1,0,2,1,1,1
0462e44b5a95abaa777c28a8f769b9a2b727607e134acd2458fa51351987039b,3,2,0,9,0,0,0,1,1,0,Gateway_Only,2,3,1,2,1,1,5,4,2,1,1
23356f148c1a4c81ef73515cf34b657f62a6b2d34ec99fa5e9e2bfe6b13ee0bc,1,0,0,5,0,0,0,1,0,0,Pod_Home,1,1,1,5,1,3,5,3,1,1,1
db4eabf046b1507d736aed59b317e26613cb5f252a5efe7da5c7818b9bfb4aaf,1,1,0,7,0,0,0,0,0,0,Pod_Home,1,1,1,5,1,1,5,2,1,1,1
9365af3ea51290d8534f7f3f7a911b79cd2d7db491ccfa18b2686a1f05c61002,4,1,1,3,0,0,0,0,1,0,Gateway_Only,2,2,1,3,1,1,5,3,2,1,1
81470da057a5850ead67fc5e9c1335dd1544bc3198e7a7c935f5f3612e05d90a,2,0,0,1,2,0,0,0,0,0,Pod_Home,4,2,1,3,1,1,5,1,1,1,1
28d24d5e5791f5e61801f10bdb6cc847f14a8f5578886bd1c64eb47fcaecb2de,5,3,1,10,0,0,0,0,0,0,Pod_Home,4,5,1,4,1,1,5,4,4,1,1
e7ddb817f90cfdc7aaa311583ddb295694ea72531050250f56021ada230fb343,2,1,0,3,0,0,0,1,0,0,Pod_Home,4,4,1,1,1,1,0,3,1,1,1
0366171840d27d53c9b67c69f7ebf626e2c12bde86ab3663f7efbc308977dc04,3,0,0,5,2,0,3,1,1,0,Gateway_Only,5,3,1,5,1,1,5,2,1,1,1
35012f93c2ee98a2eba4a4607a2c2ad86eb805044baa14ffdbb3740972efc356,2,0,1,4,0,0,0,0,1,0,Pod_Home,1,5,1,1,1,1,0,4,1,1,1
a2df05d5839f4d1e269bf855b6726206dafeccbfec6500cbff0e4b3e84e0ef8a,2,0,2,4,0,0,0,0,0,0,Pod_Home,5,5,1,3,1,1,5,2,2,1,1
835818c867c3b16f939ef94356bda1b77af81a27749ca378499c4736a48f3201,4,1,0,5,3,0,1,0,0,0,Gateway_Only,4,3,1,1,1,1,0,3,3,1,1
f297158d978a33c5385f9739c301657eb962cc52fa2e9c6b51a4ff604028a858,1,1,1,9,4,0,0,0,0,0,Pod_Home,4,2,1,1,1,1,0,2,1,1,1
e1aba96134c884e56c8d7812b60c1251aadf93bad58127f84ea32a5bb5336b61,4,1,1,9,1,1,0,0,0,0,Pod_Home,2,3,1,5,1,1,5,3,2,1,1
f63e4aa79d616a0315fae2cb9f54420118b2331d3769ac6cea536f462b9dceba,1,3,0,2,0,0,0,0,0,0,Pod_Home,4,4,1,2,1,1,5,2,3,1,1
c3acf774907f6e1a387f6eab6cfbdd2b56cfbb041a9d8e5ca9431f6ab1e9a039,4,1,2,7,1,0,0,4,1,0,Gateway_Only,1,1,1,5,1,1,5,4,4,1,1
029761e729aff3782fc342ec5a439b0fb96f6336083ce1fa3906149e45df5d1f,2,2,0,13,0,0,3,1,0,0,Pod_Home,5,3,1,1,1,2,0,3,1,1,1
2c040593e44cbb3e98428f2fd923bf81391270fe7510a9a49437afb81cd033f9,3,2,0,12,0,1,0,0,0,0,Pod_Home,3,4,1,1,1,1,0,4,1,1,1
dc2e547f59178fae807254559716bb17f9f4a2bbaf2597c28fb20979d0870690,9,6,2,1,1,0,1,0,0,0,Gateway_Only,3,2,1,3,1,1,5,3,1,1,1
8bea78a43ff214d7c2ac27b6bd114b00967b6a7040a09f056796791bd3c22f85,3,2,3,2,2,1,0,0,0,0,Gateway_Only,3,3,1,3,4,5,5,3,1,1,1
6d8a8a338ac8b8051d3dca31fc99361b6ca5ae3629d65cbbade64a5defdb2b32,2,1,1,19,4,0,0,0,1,0,Pod_Home,1,1,1,5,1,1,5,3,1,1,1
d5ca3d4af9b604022ed4e1b45899f954a2379def43f28eb6241c9ca3ab43a5d6,2,1,0,15,4,0,0,0,0,0,Gateway_Only,1,4,1,1,1,1,0,4,1,1,1
0de75e54ea9a46f35cd1c7336448d7d79d82dfedbc7a85cd49f33a454b0364d3,1,0,1,2,0,0,0,0,0,0,Pod_Home,5,3,1,1,1,1,0,3,2,1,1
a8cc5f4cca82d3b5cd5afa157e3baf836fdb925869545bd68e5caa390d3d013b,0,0,0,5,0,0,0,0,0,0,Pod_Home,1,1,1,3,1,1,5,2,1,1,1
b80d9147aaed78874557480b6e8e656a387046d95d4e79ab626d40c3399531d5,2,0,0,11,0,0,0,0,1,0,Pod_Home,4,4,1,1,1,1,0,4,1,1,1
dfd8aa6a3bef5668df0987e066a8864027f35cc53e1e18e9a12bd417f2e9b895,5,1,0,8,0,1,0,0,0,0,Pod_Home,4,3,1,5,1,1,5,3,2,1,1
9e05eeb25b27a2937f30cfd38704e777f59494ec7c59cd7fa9576b2cc00e798f,2,0,0,0,2,0,1,2,0,0,Pod_Home,5,4,1,4,1,2,5,2,2,1,1
be4e2041fb8364c737ac1b28e3fbbd05148211f73bc6d4794a80672a73b32859,5,0,1,6,1,0,0,0,0,0,Gateway_Only,1,1,1,1,1,1,0,2,1,1,1
4c8e7415802357d4ec0d0973321be89fa5c63946fbc49de656ad455b287c4b36,1,0,0,5,2,0,0,0,0,0,Pod_Home,5,4,1,1,1,4,0,1,1,1,1
fee7c2e173a344fe16b4216aa8bf4d194f5c64d25e0207fe2b6567083e48fb75,2,3,0,14,0,0,0,1,0,0,Pod_Home,3,3,1,1,1,1,0,3,1,1,1
52cddaebfe4d8117587debae2bb438b1ebefd66b0cf939627be8b0929a96a5ce,2,2,4,8,1,0,0,1,1,0,Gateway_Only,1,3,1,1,1,1,0,4,3,1,1
777efddb4aa7c94e31750bfdef08fb48606c4604d88bff030bc1a936cc8d194b,2,0,0,9,1,0,0,0,0,0,Gateway_Only,5,2,1,1,1,1,0,3,1,1,1
8f0a1a70f51d110a2cb2a8bdd4cb73d6c8dcb84e5484e3a5d0186d6e3686d5bc,2,1,0,15,3,1,0,2,0,0,Gateway_Only,2,4,1,4,1,1,5,3,1,1,1
4723cc9c5983179dbb2705c5dda3c84d72f20d4b7522984328958092257dab1e,1,0,0,4,0,0,0,0,0,0,Pod_Home,2,4,1,4,1,2,5,2,2,1,1
f619306634f01ff209fad66ea8f237df06233cae79ee76e901b20029fc61f4b0,2,1,0,5,0,0,0,1,0,0,Gateway_Only,2,4,1,1,1,1,0,4,2,1,1
f7c82b73e15d652aa4062f9b8c19ba4e825203571e60c4428f4fdbcd6016ef8f,10,1,2,9,0,0,1,0,1,0,Pod_Home,1,1,1,1,1,1,0,3,1,1,1
505a0c79e09ecb0c6c66fbb183b334d51e72dd35dedfab81323bbaee19f3ebbb,1,0,1,6,0,0,0,2,0,0,Pod_Home,1,1,1,2,1,2,5,3,1,1,1
955a17587ca3c6f64e2d1c2dac68f95ea88e3687b408554881064070db926c1b,0,0,1,6,0,0,0,0,1,0,Pod_Home,2,2,1,1,1,3,0,4,4,1,1
cc5f6e871816633820c06ff5cdaa32d3c1cf75bab6bd67d0bac3425358b21e1e,5,6,0,15,0,0,0,0,0,0,Pod_Home,4,5,1,1,1,1,0,3,1,1,1
67812930a19f132510a99b2c8bcc9d27cd2735b45791ae00fbc67b3142b48a67,2,2,2,3,0,0,0,2,1,0,Pod_Home,1,1,1,1,1,1,0,3,1,1,1
63de20c3e23b19116ebfe71d7d00832a62c6b81810326ac47f444ae723618825,1,0,0,5,0,0,0,1,0,0,Pod_Home,1,1,1,3,1,1,5,3,1,1,1
ddbc4f0fdb62b682abdbc8e653f7a54c2d5bcf9e660bdf76f39cebcfefd16a40,1,1,4,13,1,1,0,1,0,0,Gateway_Only,3,3,1,1,1,1,0,2,1,1,1
4dcd451f0bfc6dd272a68cec59df6ec318679108e1cdbaf624b7366604ad019d,2,0,2,1,0,0,0,0,0,0,Pod_Home,2,1,1,1,1,1,0,3,1,1,1
673a9156184ea5e01b194ef1cf45125f59c55e1a74035e6359eb9f9d6d9159c8,3,2,0,2,0,0,0,0,0,0,Pod_Home,3,4,1,5,1,1,5,4,3,1,1
9707ab627720e80a5b236641a1a648874d272087b86d6157fcbac259d8340eb6,2,2,0,13,0,0,0,0,1,0,Gateway_Only,2,3,1,1,1,1,0,3,1,1,1
283bc1c6c42b9800f773698c3e595ac0191b2822b5dc4d39b89e458de4672fe4,4,2,1,9,0,0,0,2,1,0,Pod_Home,3,3,1,1,1,1,0,3,1,1,1
6916c40419b1f36c2cd5aace88b0d02bad92c875dc4a82f566bba9f64c6e3891,4,3,4,3,5,0,0,0,0,0,Gateway_Only,1,1,1,1,1,1,0,3,2,1,1
f27112b76a0e52439ed24752199cad02c8cd4d760845e507eed60e0e88391bd8,1,1,0,5,0,0,0,0,0,0,Pod_Home,4,3,1,3,1,2,5,3,1,1,1
44a330a9c6b6e4525e35da6585fc03afda8d8f220d527e0e228e1660c7603fbb,4,2,0,6,1,0,0,0,0,0,Gateway_Only,3,3,1,2,1,4,5,3,1,1,1
0851d467fe7bc5f67b4cbc4a5c90367030afe2fc56626672cb4a20f9a12ac845,1,1,0,5,1,0,0,0,0,0,Gateway_Only,4,4,1,4,1,1,5,3,4,1,1
747582d1925d436d0edda3d3c086aba0f4b1e0974f722b8d2621a8793227f5be,0,1,0,9,0,0,0,1,1,0,Gateway_Only,1,1,1,1,1,1,0,3,3,1,1
7d80f5cff7228b835db9d6f0d59b430489a5aa36f68a4c2c0a2de7e60e49d841,3,0,0,4,0,0,0,0,0,0,Pod_Home,4,5,1,1,1,1,0,2,1,1,1
06f8559836cc33edcb841ebddf98ca70e53918a5420040e6b6039efb9f15862e,2,1,2,10,5,1,1,0,0,0,Pod_Home,3,2,1,1,1,1,0,4,2,1,1
0a175497d956fb3d2da0c86c32699495b7e51ceb90bc0672894baec2412f8b64,3,0,2,11,1,0,2,0,0,0,Pod_Home,5,2,1,4,1,1,5,3,3,1,1
2b0a7d137e6da4a175837cd8fd57430f33f38e86d0363dc5da4d2c45706fe4b7,0,1,0,1,0,0,0,0,0,0,Gateway_Only,2,5,1,1,1,1,0,2,1,1,1
e7ac8347a8fff5c4614078ff7324b4333695f8832db7155bab2af12c216ec6d2,0,1,0,15,2,0,0,1,0,0,Pod_Home,1,1,1,1,1,1,0,3,1,1,1
513ee1a66691a78e60ba3373fb882d4f43645993182ba124c2e640db5fb0ed27,8,1,3,13,6,1,0,0,0,0,Pod_Home,2,2,1,4,1,0,5,4,1,0,1
d68c7254cffee60c9a056c8fad967355a5a1be6c5a8d2ead418d9d992a562e2d,4,1,0,5,0,0,1,0,0,0,Pod_Home,5,4,1,1,1,1,0,3,1,1,1
292ecc1e0ade752a3288894f990cdef9f71259eb71dbc4e2f7af1202a09a85c3,2,0,0,13,1,0,1,0,0,0,Gateway_Only,5,2,1,1,1,1,0,3,2,1,1
